session_id,timestamp,session_date,device_model,firmware_version,satellite_id,ground_station_id,service_type,snr_db,elevation_degrees,handshake_latency_ms,packet_drop_rate,qoe_tier,ml_anomaly_flag,is_anomaly
SES-159418,2026-08-07 12:14:10+00:00,2026-08-07,Watch Ultra 3,v18.2.1,GS-LEO-06,GS-CA-B,Roadside_Assistance,7.45,41.7,1083.0,0.7024,Degraded,-1,1
SES-151876,2026-08-31 17:38:38+00:00,2026-08-31,Watch Ultra 3,v18.1.0,GS-LEO-06,GS-CA-B,Roadside_Assistance,8.69,34.7,1024.0,0.6986,Degraded,-1,1
SES-110272,2026-08-31 00:25:54+00:00,2026-08-31,Watch Ultra 3,v18.1.0,GS-LEO-23,GS-CA-B,Messages_Satellite,4.5,69.5,1086.0,0.6861,Degraded,-1,1
SES-119302,2026-08-23 00:47:33+00:00,2026-08-23,Watch Ultra 3,v18.1.0,GS-LEO-06,GS-CA-B,Emergency_SOS,6.05,24.9,992.0,0.7141,Degraded,-1,1
SES-138712,2026-08-18 11:36:31+00:00,2026-08-18,Watch Ultra 3,v18.2.1,GS-LEO-06,GS-CA-B,Emergency_SOS,13.22,51.2,980.0,0.7571,Degraded,-1,1
SES-107818,2026-08-11 23:09:41+00:00,2026-08-11,Watch Ultra 3,v18.2.0-b2,GS-LEO-23,GS-OR-D,Roadside_Assistance,3.52,76.3,3440.0,0.0235,Degraded,-1,1
SES-126486,2026-08-30 01:58:31+00:00,2026-08-30,Watch Ultra 3,v18.2.0-b2,GS-LEO-23,GS-TX-A,Roadside_Assistance,20.47,69.8,3703.0,0.0211,Degraded,-1,1
SES-174118,2026-08-29 08:27:18+00:00,2026-08-29,Watch Ultra 3,v18.2.0-b2,GS-LEO-23,GS-CA-B,Messages_Satellite,5.88,55.2,3976.0,0.107,Degraded,-1,1
SES-180350,2026-08-09 08:04:45+00:00,2026-08-09,Watch Ultra 3,v18.2.0-b2,GS-LEO-23,GS-CA-B,Roadside_Assistance,6.04,61.7,4211.0,0.4468,Degraded,-1,1
SES-150685,2026-08-15 04:44:23+00:00,2026-08-15,Watch Ultra 3,v18.2.0-b2,GS-LEO-23,GS-OR-D,Roadside_Assistance,11.78,27.8,4323.0,0.2104,Degraded,-1,1
SES-160662,2026-08-06 13:52:07+00:00,2026-08-06,Watch Ultra 3,v18.2.0-b2,GS-LEO-23,GS-OR-D,Messages_Satellite,12.44,24.5,4383.0,0.2071,Degraded,-1,1
SES-142841,2026-08-15 23:33:14+00:00,2026-08-15,Watch Ultra 3,v18.2.1,GS-LEO-24,GS-CA-B,FindMy_Ping,17.49,44.2,644.0,0.6068,Degraded,-1,1
SES-145492,2026-08-08 14:36:21+00:00,2026-08-08,Watch Ultra 3,v18.2.0-b2,GS-LEO-06,GS-CA-B,Messages_Satellite,9.05,41.7,891.0,0.6352,Degraded,-1,1
SES-139049,2026-08-15 16:57:18+00:00,2026-08-15,Watch Ultra 3,v18.2.0-b2,GS-LEO-24,GS-CA-B,Messages_Satellite,11.21,42.1,913.0,0.6611,Degraded,-1,1
SES-159539,2026-08-14 14:10:34+00:00,2026-08-14,Watch Ultra 3,v18.2.1,GS-LEO-01,GS-CA-B,Messages_Satellite,18.2,15.0,742.0,0.492,Degraded,-1,1
SES-134808,2026-08-24 07:17:34+00:00,2026-08-24,Watch Ultra 3,v18.2.1,GS-LEO-05,GS-CA-B,Messages_Satellite,10.39,78.9,954.0,0.6904,Degraded,-1,1
SES-139879,2026-08-25 07:21:45+00:00,2026-08-25,Watch Ultra 3,v18.2.0-b2,GS-LEO-06,GS-TX-A,Messages_Satellite,23.43,84.7,542.0,0.0329,Optimal,-1,1
SES-116321,2026-08-20 00:58:59+00:00,2026-08-20,Watch Ultra 3,v18.2.0-b2,GS-LEO-05,GS-TX-A,FindMy_Ping,12.48,74.8,4361.0,0.025,Degraded,-1,1
SES-182123,2026-08-19 02:39:29+00:00,2026-08-19,Watch Ultra 3,v18.2.0-b2,GS-LEO-05,GS-FL-C,Messages_Satellite,8.89,61.7,4128.0,0.2016,Degraded,-1,1
SES-101455,2026-08-03 09:58:39+00:00,2026-08-03,Watch Ultra 3,v18.2.0-b2,GS-LEO-05,GS-OR-D,FindMy_Ping,5.42,77.3,4088.0,0.0581,Degraded,-1,1
SES-142629,2026-08-08 03:40:48+00:00,2026-08-08,Watch Ultra 3,v18.2.0-b2,GS-LEO-05,GS-CA-B,FindMy_Ping,15.79,41.2,2551.0,0.4194,Degraded,-1,1
SES-162618,2026-08-17 12:47:42+00:00,2026-08-17,Watch Ultra 3,v18.2.1,GS-LEO-05,GS-CA-B,Messages_Satellite,2.09,23.4,1205.0,0.3327,Degraded,-1,1
SES-178651,2026-08-04 15:06:58+00:00,2026-08-04,Watch Ultra 3,v18.1.0,GS-LEO-05,GS-CA-B,Messages_Satellite,5.75,15.0,1059.0,0.3571,Degraded,-1,1
SES-131105,2026-08-10 00:46:50+00:00,2026-08-10,Watch Ultra 3,v18.2.0-b2,GS-LEO-24,GS-CA-B,FindMy_Ping,16.17,51.5,2562.0,0.3382,Degraded,-1,1
SES-169522,2026-08-15 23:32:26+00:00,2026-08-15,Watch Ultra 3,v18.2.0-b2,GS-LEO-24,GS-CA-B,Messages_Satellite,6.77,35.5,3213.0,0.2432,Degraded,-1,1
SES-146859,2026-08-29 13:23:11+00:00,2026-08-29,Watch Ultra 3,v18.2.0-b2,GS-LEO-24,GS-OR-D,Messages_Satellite,17.12,21.5,3582.0,0.1593,Degraded,-1,1
SES-142614,2026-08-10 04:53:17+00:00,2026-08-10,Watch Ultra 3,v18.2.0-b2,GS-LEO-24,GS-CA-B,FindMy_Ping,14.43,80.6,3960.0,0.0418,Degraded,-1,1
SES-188743,2026-08-01 03:35:56+00:00,2026-08-01,Watch Ultra 3,v18.2.0-b2,GS-LEO-24,GS-CA-B,Messages_Satellite,9.74,76.6,4052.0,0.0966,Degraded,-1,1
SES-185230,2026-08-28 15:45:11+00:00,2026-08-28,Watch Ultra 3,v18.2.0-b2,GS-LEO-24,GS-TX-A,Emergency_SOS,15.17,15.4,4070.0,0.0544,Degraded,-1,1
SES-142147,2026-08-30 08:07:58+00:00,2026-08-30,Watch Ultra 3,v18.2.0-b2,GS-LEO-24,GS-CA-B,FindMy_Ping,8.74,83.4,4081.0,0.0321,Degraded,-1,1
SES-103059,2026-08-30 19:55:34+00:00,2026-08-30,Watch Ultra 3,v18.2.0-b2,GS-LEO-24,GS-OR-D,Messages_Satellite,2.99,56.2,4088.0,0.0315,Degraded,-1,1
SES-123383,2026-08-26 13:49:12+00:00,2026-08-26,Watch Ultra 3,v18.2.0-b2,GS-LEO-24,GS-CA-B,Messages_Satellite,9.09,58.1,4169.0,0.5122,Degraded,-1,1
SES-119811,2026-08-27 23:15:29+00:00,2026-08-27,Watch Ultra 3,v18.2.0-b2,GS-LEO-24,GS-FL-C,Messages_Satellite,9.82,31.4,4303.0,0.1934,Degraded,-1,1
SES-149788,2026-08-28 19:03:29+00:00,2026-08-28,iPhone 15 Pro,v18.2.0-b2,GS-LEO-24,GS-OR-D,Emergency_SOS,12.66,51.6,4285.0,0.1549,Degraded,-1,1
SES-191830,2026-08-28 00:59:53+00:00,2026-08-28,iPhone 15 Pro,v18.2.0-b2,GS-LEO-24,GS-CA-B,Messages_Satellite,13.15,62.9,4255.0,0.0114,Degraded,-1,1
SES-161731,2026-08-20 14:00:30+00:00,2026-08-20,iPhone 15 Pro,v18.2.0-b2,GS-LEO-24,GS-TX-A,Messages_Satellite,12.32,79.6,4251.0,0.0178,Degraded,-1,1
SES-158909,2026-08-12 09:56:40+00:00,2026-08-12,iPhone 15 Pro,v18.2.0-b2,GS-LEO-24,GS-OR-D,Messages_Satellite,9.03,62.7,4244.0,0.1134,Degraded,-1,1
SES-162728,2026-08-13 04:55:46+00:00,2026-08-13,iPhone 15 Pro,v18.2.0-b2,GS-LEO-24,GS-OR-D,Messages_Satellite,11.11,72.0,4204.0,0.0869,Degraded,-1,1
SES-154440,2026-08-18 11:32:05+00:00,2026-08-18,iPhone 15 Pro,v18.2.1,GS-LEO-05,GS-CA-B,Messages_Satellite,7.11,25.0,992.0,0.6047,Degraded,-1,1
SES-149128,2026-08-23 19:45:48+00:00,2026-08-23,iPhone 15 Pro,v18.2.0-b2,GS-LEO-24,GS-TX-A,Roadside_Assistance,13.15,76.4,4183.0,0.0882,Degraded,-1,1
SES-114825,2026-08-05 11:21:17+00:00,2026-08-05,iPhone 15 Pro,v18.2.0-b2,GS-LEO-24,GS-OR-D,Messages_Satellite,6.19,29.1,4177.0,0.038,Degraded,-1,1
SES-107000,2026-08-26 00:27:52+00:00,2026-08-26,iPhone 15 Pro,v18.1.0,GS-LEO-01,GS-CA-B,Messages_Satellite,22.2,27.5,591.0,0.3979,Degraded,-1,1
SES-170128,2026-08-11 00:09:06+00:00,2026-08-11,iPhone 15 Pro,v18.2.0-b2,GS-LEO-24,GS-CA-B,FindMy_Ping,13.13,53.5,3961.0,0.1762,Degraded,-1,1
SES-161733,2026-08-20 01:30:44+00:00,2026-08-20,iPhone 15 Pro,v18.2.0-b2,GS-LEO-24,GS-OR-D,FindMy_Ping,14.46,30.8,3871.0,0.1888,Degraded,-1,1
SES-165925,2026-08-16 07:39:42+00:00,2026-08-16,iPhone 15 Pro,v18.2.0-b2,GS-LEO-24,GS-FL-C,Roadside_Assistance,8.92,44.3,3716.0,0.2487,Degraded,-1,1
SES-123930,2026-08-10 12:42:18+00:00,2026-08-10,iPhone 15 Pro,v18.2.0-b2,GS-LEO-24,GS-CA-B,Roadside_Assistance,9.62,80.2,3631.0,0.0012,Degraded,-1,1
SES-194034,2026-08-08 08:36:32+00:00,2026-08-08,iPhone 15 Pro,v18.2.0-b2,GS-LEO-24,GS-TX-A,Messages_Satellite,11.63,79.7,3621.0,0.1494,Degraded,-1,1
SES-147404,2026-08-20 18:09:22+00:00,2026-08-20,iPhone 15 Pro,v18.1.0,GS-LEO-24,GS-CA-B,FindMy_Ping,3.42,19.2,1174.0,0.5456,Degraded,-1,1
SES-130357,2026-08-20 19:34:40+00:00,2026-08-20,iPhone 15 Pro,v18.1.0,GS-LEO-24,GS-CA-B,Messages_Satellite,2.41,56.6,1161.0,0.4851,Degraded,-1,1
SES-148252,2026-08-21 12:19:44+00:00,2026-08-21,iPhone 15 Pro,v18.2.1,GS-LEO-24,GS-CA-B,Emergency_SOS,7.21,19.3,1136.0,0.5479,Degraded,-1,1
SES-152987,2026-08-18 14:06:41+00:00,2026-08-18,iPhone 15 Pro,v18.2.1,GS-LEO-24,GS-CA-B,Messages_Satellite,9.66,61.6,1014.0,0.6688,Degraded,-1,1
SES-199357,2026-08-11 06:13:50+00:00,2026-08-11,iPhone 15 Pro,v18.2.1,GS-LEO-01,GS-CA-B,Messages_Satellite,20.07,81.9,709.0,0.6911,Degraded,-1,1
SES-186186,2026-08-31 20:27:24+00:00,2026-08-31,iPhone 15 Pro,v18.1.0,GS-LEO-05,GS-CA-B,Messages_Satellite,6.28,57.6,1051.0,0.657,Degraded,-1,1
SES-121729,2026-08-19 19:57:44+00:00,2026-08-19,iPhone 15 Pro,v18.2.1,GS-LEO-05,GS-CA-B,FindMy_Ping,5.32,18.6,1055.0,0.5636,Degraded,-1,1
SES-127906,2026-08-01 02:53:54+00:00,2026-08-01,iPhone 15 Pro,v18.2.1,GS-LEO-05,GS-CA-B,Roadside_Assistance,6.45,49.9,1059.0,0.8055,Degraded,-1,1
SES-174288,2026-08-01 21:43:20+00:00,2026-08-01,iPhone 15 Pro,v18.1.0,GS-LEO-24,GS-CA-B,Roadside_Assistance,11.22,41.3,958.0,0.6331,Degraded,-1,1
SES-179441,2026-08-13 12:41:18+00:00,2026-08-13,iPhone 15 Pro,v18.2.0-b2,GS-LEO-01,GS-CA-B,Emergency_SOS,18.69,73.6,736.0,0.5758,Degraded,-1,1
SES-105994,2026-08-06 09:38:53+00:00,2026-08-06,iPhone 15 Pro,v18.2.1,GS-LEO-05,GS-CA-B,Messages_Satellite,9.23,16.3,977.0,0.7901,Degraded,-1,1
SES-152497,2026-08-30 05:04:29+00:00,2026-08-30,iPhone 15 Pro,v18.2.1,GS-LEO-24,GS-CA-B,Emergency_SOS,9.01,20.3,935.0,0.689,Degraded,-1,1
SES-183555,2026-08-10 08:50:18+00:00,2026-08-10,iPhone 15 Pro,v18.2.0-b2,GS-LEO-05,GS-FL-C,FindMy_Ping,20.74,63.0,2662.0,0.0765,Degraded,-1,1
SES-166291,2026-08-18 02:42:05+00:00,2026-08-18,iPhone 15 Pro,v18.2.0-b2,GS-LEO-05,GS-CA-B,Messages_Satellite,10.9,15.1,2989.0,0.4574,Degraded,-1,1
SES-104838,2026-08-31 01:47:17+00:00,2026-08-31,iPhone 15 Pro,v18.2.1,GS-LEO-24,GS-CA-B,FindMy_Ping,11.54,56.5,887.0,0.6909,Degraded,-1,1
SES-163417,2026-08-25 22:23:03+00:00,2026-08-25,iPhone 15 Pro,v18.2.0-b2,GS-LEO-05,GS-CA-B,Messages_Satellite,2.27,73.1,3056.0,0.0418,Degraded,-1,1
SES-104086,2026-08-21 13:46:14+00:00,2026-08-21,iPhone 15 Pro,v18.2.1,GS-LEO-05,GS-CA-B,FindMy_Ping,11.67,31.0,971.0,0.6567,Degraded,-1,1
SES-145144,2026-08-19 20:16:23+00:00,2026-08-19,iPhone 15 Pro,v18.2.0-b2,GS-LEO-05,GS-TX-A,FindMy_Ping,14.15,42.5,3557.0,0.2797,Degraded,-1,1
SES-186431,2026-08-04 03:19:03+00:00,2026-08-04,iPhone 15 Pro,v18.2.0-b2,GS-LEO-05,GS-OR-D,Emergency_SOS,21.08,33.3,3562.0,0.0837,Degraded,-1,1
SES-106596,2026-08-04 04:09:21+00:00,2026-08-04,iPhone 15 Pro,v18.2.0-b2,GS-LEO-05,GS-OR-D,Messages_Satellite,17.79,15.2,3835.0,0.142,Degraded,-1,1
SES-100650,2026-08-04 23:25:39+00:00,2026-08-04,iPhone 15 Pro,v18.2.0-b2,GS-LEO-05,GS-CA-B,Roadside_Assistance,21.64,15.0,3979.0,0.1162,Degraded,-1,1
SES-142105,2026-08-10 13:29:34+00:00,2026-08-10,iPhone 15 Pro,v18.2.0-b2,GS-LEO-05,GS-OR-D,Emergency_SOS,12.73,76.8,4183.0,0.1446,Degraded,-1,1
SES-183255,2026-08-07 08:32:56+00:00,2026-08-07,iPhone 15 Pro,v18.2.0-b2,GS-LEO-24,GS-CA-B,Messages_Satellite,12.66,37.7,843.0,0.6715,Degraded,-1,1
SES-180445,2026-08-04 13:23:26+00:00,2026-08-04,iPhone 15 Pro,v18.2.0-b2,GS-LEO-05,GS-OR-D,Roadside_Assistance,7.1,37.6,4453.0,0.1201,Degraded,-1,1
SES-122030,2026-08-30 00:58:15+00:00,2026-08-30,iPhone 15 Pro,v18.2.0-b2,GS-LEO-05,GS-FL-C,Roadside_Assistance,5.08,23.9,4542.0,0.0468,Degraded,-1,1
SES-114928,2026-08-30 08:41:58+00:00,2026-08-30,iPhone 15 Pro,v18.2.1,GS-LEO-24,GS-CA-B,Roadside_Assistance,17.98,48.0,812.0,0.7225,Degraded,-1,1
SES-192130,2026-08-06 05:31:12+00:00,2026-08-06,iPhone 15 Pro,v18.2.1,GS-LEO-24,GS-CA-B,Messages_Satellite,14.43,29.5,803.0,0.6622,Degraded,-1,1
SES-125847,2026-08-02 05:35:55+00:00,2026-08-02,iPhone 15 Pro,v18.2.1,GS-LEO-24,GS-CA-B,Messages_Satellite,14.9,33.2,799.0,0.6846,Degraded,-1,1
SES-191829,2026-08-09 09:03:38+00:00,2026-08-09,iPhone 15 Pro,v18.2.1,GS-LEO-01,GS-CA-B,Roadside_Assistance,15.28,44.4,804.0,0.6903,Degraded,-1,1
SES-190022,2026-08-16 03:38:13+00:00,2026-08-16,iPhone 15 Pro,v18.1.0,GS-LEO-06,GS-CA-B,FindMy_Ping,17.89,66.0,719.0,0.7065,Degraded,-1,1
SES-195636,2026-08-28 20:35:36+00:00,2026-08-28,iPhone 15 Pro,v18.2.1,GS-LEO-24,GS-CA-B,Messages_Satellite,16.72,54.3,749.0,0.6574,Degraded,-1,1
SES-102971,2026-08-19 23:42:15+00:00,2026-08-19,iPhone 15 Pro,v18.2.0-b2,GS-LEO-24,GS-CA-B,FindMy_Ping,15.29,15.8,738.0,0.6187,Degraded,-1,1
SES-140559,2026-08-14 21:33:17+00:00,2026-08-14,iPhone 15 Pro,v18.2.0-b2,GS-LEO-24,GS-FL-C,Roadside_Assistance,22.37,18.5,631.0,0.2345,Acceptable,-1,1
SES-113028,2026-08-02 12:18:03+00:00,2026-08-02,iPhone 15 Pro,v18.2.0-b2,GS-LEO-23,GS-CA-B,FindMy_Ping,5.98,16.2,4544.0,0.122,Degraded,-1,1
SES-161763,2026-08-31 20:39:02+00:00,2026-08-31,iPhone 15 Pro,v18.2.0-b2,GS-LEO-23,GS-FL-C,Messages_Satellite,4.46,75.2,4526.0,0.0124,Degraded,-1,1
SES-132275,2026-08-30 19:12:56+00:00,2026-08-30,iPhone 15 Pro,v18.2.0-b2,GS-LEO-23,GS-CA-B,Messages_Satellite,13.74,77.3,4433.0,0.0688,Degraded,-1,1
SES-169494,2026-08-27 14:39:31+00:00,2026-08-27,iPhone 15 Pro,v18.2.0-b2,GS-LEO-23,GS-FL-C,Emergency_SOS,6.35,51.1,4398.0,0.1863,Degraded,-1,1
SES-130698,2026-08-04 19:39:23+00:00,2026-08-04,iPhone 15 Pro,v18.2.0-b2,GS-LEO-23,GS-OR-D,Messages_Satellite,17.1,54.9,4329.0,0.0113,Degraded,-1,1
SES-148399,2026-08-26 20:41:17+00:00,2026-08-26,iPhone 15 Pro,v18.2.0-b2,GS-LEO-23,GS-CA-B,Roadside_Assistance,1.67,35.9,4306.0,0.0686,Degraded,-1,1
SES-132323,2026-08-10 09:30:19+00:00,2026-08-10,iPhone 15 Pro,v18.2.0-b2,GS-LEO-23,GS-FL-C,FindMy_Ping,14.25,15.9,4293.0,0.0901,Degraded,-1,1
SES-102742,2026-08-26 15:21:00+00:00,2026-08-26,iPhone 15 Pro,v18.2.0-b2,GS-LEO-23,GS-OR-D,Roadside_Assistance,11.27,74.9,4208.0,0.131,Degraded,-1,1
SES-161061,2026-08-30 10:32:49+00:00,2026-08-30,iPhone 15 Pro,v18.2.0-b2,GS-LEO-23,GS-FL-C,Roadside_Assistance,9.97,15.4,4147.0,0.0837,Degraded,-1,1
SES-117920,2026-08-03 03:51:43+00:00,2026-08-03,iPhone 15 Pro,v18.2.0-b2,GS-LEO-23,GS-TX-A,Messages_Satellite,13.83,72.1,3969.0,0.0121,Degraded,-1,1
SES-126880,2026-08-15 06:26:43+00:00,2026-08-15,iPhone 15 Pro,v18.2.0-b2,GS-LEO-23,GS-FL-C,Messages_Satellite,6.32,80.2,3846.0,0.0332,Degraded,-1,1
SES-159895,2026-08-23 10:32:48+00:00,2026-08-23,iPhone 15 Pro,v18.2.0-b2,GS-LEO-23,GS-OR-D,Emergency_SOS,10.99,59.9,3824.0,0.2417,Degraded,-1,1
SES-119278,2026-08-07 15:50:29+00:00,2026-08-07,iPhone 15 Pro,v18.2.0-b2,GS-LEO-23,GS-OR-D,Roadside_Assistance,22.13,53.6,3663.0,0.0392,Degraded,-1,1
SES-191696,2026-08-29 01:24:27+00:00,2026-08-29,iPhone 15 Pro,v18.2.0-b2,GS-LEO-23,GS-CA-B,Messages_Satellite,14.48,45.1,3620.0,0.6962,Degraded,-1,1
SES-176566,2026-08-25 06:14:45+00:00,2026-08-25,iPhone 15 Pro,v18.2.0-b2,GS-LEO-23,GS-TX-A,Messages_Satellite,8.18,79.0,3610.0,0.1419,Degraded,-1,1
SES-114900,2026-08-02 07:48:09+00:00,2026-08-02,iPhone 15 Pro,v18.2.0-b2,GS-LEO-23,GS-FL-C,Messages_Satellite,12.86,15.3,3583.0,0.2079,Degraded,-1,1
SES-154024,2026-08-27 01:21:36+00:00,2026-08-27,iPhone 15 Pro,v18.2.0-b2,GS-LEO-23,GS-CA-B,Messages_Satellite,18.26,83.5,3556.0,0.0216,Degraded,-1,1
SES-165130,2026-08-25 16:59:41+00:00,2026-08-25,iPhone 15 Pro,v18.2.0-b2,GS-LEO-23,GS-FL-C,Roadside_Assistance,3.92,65.2,3449.0,0.1778,Degraded,-1,1
SES-168622,2026-08-25 06:06:33+00:00,2026-08-25,iPhone 15 Pro,v18.1.0,GS-LEO-01,GS-CA-B,Messages_Satellite,10.23,54.4,821.0,0.6105,Degraded,-1,1
SES-141386,2026-08-05 01:33:41+00:00,2026-08-05,iPhone 15 Pro,v18.2.0-b2,GS-LEO-23,GS-CA-B,Messages_Satellite,7.72,21.7,3422.0,0.2048,Degraded,-1,1
SES-105536,2026-08-29 23:33:35+00:00,2026-08-29,iPhone 15 Pro,v18.2.0-b2,GS-LEO-23,GS-FL-C,Messages_Satellite,12.82,77.2,3422.0,0.2838,Degraded,-1,1
SES-156712,2026-08-29 06:51:13+00:00,2026-08-29,iPhone 15 Pro,v18.2.0-b2,GS-LEO-23,GS-CA-B,Messages_Satellite,8.84,38.3,3212.0,0.6152,Degraded,-1,1
SES-172147,2026-08-12 22:26:50+00:00,2026-08-12,iPhone 15 Pro,v18.2.0-b2,GS-LEO-23,GS-CA-B,Roadside_Assistance,5.69,23.0,2861.0,0.1833,Degraded,-1,1
SES-111747,2026-08-01 18:05:37+00:00,2026-08-01,iPhone 15 Pro,v18.2.0-b2,GS-LEO-23,GS-CA-B,Roadside_Assistance,7.39,58.2,2661.0,0.6675,Degraded,-1,1
SES-109875,2026-08-26 20:10:23+00:00,2026-08-26,iPhone 15 Pro,v18.2.0-b2,GS-LEO-23,GS-CA-B,Messages_Satellite,17.99,80.4,2519.0,0.6445,Degraded,-1,1
SES-101749,2026-08-02 08:50:27+00:00,2026-08-02,iPhone 15 Pro,v18.1.0,GS-LEO-23,GS-CA-B,FindMy_Ping,5.72,76.2,1021.0,0.6797,Degraded,-1,1
SES-186160,2026-08-10 12:41:59+00:00,2026-08-10,iPhone 15 Pro,v18.1.0,GS-LEO-01,GS-CA-B,Messages_Satellite,12.99,37.3,837.0,0.7023,Degraded,-1,1
SES-107196,2026-08-17 05:28:53+00:00,2026-08-17,iPhone 15 Pro,v18.2.0-b2,GS-LEO-23,GS-CA-B,FindMy_Ping,11.67,83.9,965.0,0.7011,Degraded,-1,1
SES-166212,2026-08-01 10:09:19+00:00,2026-08-01,iPhone 15 Pro,v18.2.0-b2,GS-LEO-23,GS-CA-B,Messages_Satellite,12.21,33.0,961.0,0.7202,Degraded,-1,1
SES-161406,2026-08-15 22:14:05+00:00,2026-08-15,iPhone 15 Pro,v18.2.1,GS-LEO-23,GS-CA-B,Emergency_SOS,9.66,21.0,950.0,0.5653,Degraded,-1,1
SES-185494,2026-08-01 17:05:12+00:00,2026-08-01,iPhone 15 Pro,v18.1.0,GS-LEO-23,GS-CA-B,Messages_Satellite,12.35,16.4,948.0,0.6873,Degraded,-1,1
SES-132582,2026-08-26 13:29:26+00:00,2026-08-26,iPhone 15 Pro,v18.2.0-b2,GS-LEO-23,GS-CA-B,Messages_Satellite,14.34,66.2,944.0,0.714,Degraded,-1,1
SES-108671,2026-08-22 04:14:41+00:00,2026-08-22,iPhone 15 Pro,v18.2.1,GS-LEO-23,GS-CA-B,Messages_Satellite,13.23,45.0,906.0,0.6895,Degraded,-1,1
SES-132634,2026-08-07 03:05:42+00:00,2026-08-07,iPhone 15 Pro,v18.2.1,GS-LEO-23,GS-CA-B,Messages_Satellite,12.17,78.2,864.0,0.8339,Degraded,-1,1
SES-188257,2026-08-01 07:28:22+00:00,2026-08-01,iPhone 15 Pro,v18.2.1,GS-LEO-23,GS-CA-B,FindMy_Ping,15.39,83.6,823.0,0.6265,Degraded,-1,1
SES-105922,2026-08-25 12:03:08+00:00,2026-08-25,iPhone 15 Pro,v18.2.1,GS-LEO-23,GS-CA-B,Messages_Satellite,14.74,48.1,789.0,0.9301,Degraded,-1,1
SES-118211,2026-08-10 02:30:41+00:00,2026-08-10,iPhone 15 Pro,v18.2.1,GS-LEO-23,GS-CA-B,Messages_Satellite,12.69,80.6,779.0,0.7114,Degraded,-1,1
SES-113399,2026-08-01 23:12:30+00:00,2026-08-01,iPhone 15 Pro,v18.1.0,GS-LEO-05,GS-CA-B,Emergency_SOS,11.13,84.1,929.0,0.6907,Degraded,-1,1
SES-171052,2026-08-18 16:50:52+00:00,2026-08-18,iPhone 15 Pro,v18.2.1,GS-LEO-23,GS-CA-B,Messages_Satellite,18.28,23.8,721.0,0.6771,Degraded,-1,1
SES-177810,2026-08-20 07:20:49+00:00,2026-08-20,iPhone 15 Pro,v18.2.0-b2,GS-LEO-22,GS-OR-D,Messages_Satellite,7.66,25.0,4511.0,0.0382,Degraded,-1,1
SES-174414,2026-08-13 17:41:10+00:00,2026-08-13,iPhone 15 Pro,v18.2.0-b2,GS-LEO-22,GS-FL-C,Emergency_SOS,11.03,66.3,4388.0,0.0673,Degraded,-1,1
SES-108998,2026-08-23 09:01:46+00:00,2026-08-23,iPhone 15 Pro,v18.2.0-b2,GS-LEO-22,GS-CA-B,Messages_Satellite,15.75,31.9,4336.0,0.3215,Degraded,-1,1
SES-108351,2026-08-09 16:59:01+00:00,2026-08-09,iPhone 15 Pro,v18.2.0-b2,GS-LEO-22,GS-TX-A,FindMy_Ping,15.44,64.5,4130.0,0.1,Degraded,-1,1
SES-162258,2026-08-14 22:39:46+00:00,2026-08-14,iPhone 15 Pro,v18.2.0-b2,GS-LEO-22,GS-OR-D,Emergency_SOS,14.41,76.6,3783.0,0.0043,Degraded,-1,1
SES-161245,2026-08-11 03:03:00+00:00,2026-08-11,iPhone 15 Pro,v18.2.0-b2,GS-LEO-22,GS-TX-A,FindMy_Ping,16.32,80.0,3775.0,0.046,Degraded,-1,1
SES-152709,2026-08-11 01:08:49+00:00,2026-08-11,iPhone 15 Pro,v18.2.0-b2,GS-LEO-22,GS-FL-C,FindMy_Ping,16.75,64.6,3735.0,0.2316,Degraded,-1,1
SES-179771,2026-08-12 21:52:36+00:00,2026-08-12,iPhone 15 Pro,v18.2.0-b2,GS-LEO-22,GS-TX-A,FindMy_Ping,21.66,28.7,3644.0,0.0668,Degraded,-1,1
SES-147729,2026-08-01 18:19:11+00:00,2026-08-01,iPhone 15 Pro,v18.2.0-b2,GS-LEO-22,GS-CA-B,Messages_Satellite,24.64,42.5,3579.0,0.4327,Degraded,-1,1
SES-114041,2026-08-04 18:01:32+00:00,2026-08-04,iPhone 15 Pro,v18.2.0-b2,GS-LEO-22,GS-TX-A,Roadside_Assistance,8.59,22.0,3367.0,0.2484,Degraded,-1,1
SES-160589,2026-08-30 19:41:58+00:00,2026-08-30,iPhone 15 Pro,v18.2.0-b2,GS-LEO-22,GS-CA-B,Messages_Satellite,19.23,23.9,3190.0,0.5774,Degraded,-1,1
SES-198398,2026-08-25 12:44:19+00:00,2026-08-25,iPhone 15 Pro,v18.2.0-b2,GS-LEO-22,GS-OR-D,Messages_Satellite,6.31,17.7,3175.0,0.1446,Degraded,-1,1
SES-118876,2026-08-16 16:20:44+00:00,2026-08-16,iPhone 15 Pro,v18.2.0-b2,GS-LEO-22,GS-CA-B,Messages_Satellite,5.54,84.9,3103.0,0.5894,Degraded,-1,1
SES-173436,2026-08-18 18:18:53+00:00,2026-08-18,iPhone 15 Pro,v18.2.0-b2,GS-LEO-22,GS-OR-D,Messages_Satellite,3.05,76.2,2772.0,0.0392,Degraded,-1,1
SES-150728,2026-08-22 13:14:14+00:00,2026-08-22,iPhone 15 Pro,v18.2.0-b2,GS-LEO-22,GS-CA-B,FindMy_Ping,22.06,76.0,2721.0,0.055,Degraded,-1,1
