session_id,timestamp,device_model,firmware_version,satellite_id,ground_station_id,service_type,snr_db,elevation_degrees,handshake_latency_ms,packet_drop_rate
SES-105363,2026-08-21 23:34:16,iPhone 17 Pro,v18.1.0,GS-LEO-05,GS-TX-A,Messages_Satellite,13.91,61.4,803.0,0.0795
SES-105364,2026-08-19 11:45:40,iPhone 17 Pro,v18.1.0,GS-LEO-24,GS-TX-A,FindMy_Ping,14.01,41.2,879.0,0.0524
SES-105365,2026-08-10 12:25:48,Watch Ultra 3,v18.2.1,GS-LEO-10,GS-TX-A,FindMy_Ping,17.04,37.3,727.0,0.1018
SES-105366,2026-08-08 01:55:12,iPhone 17 Pro,v18.2.1,GS-LEO-06,GS-FL-C,FindMy_Ping,11.08,22.7,941.0,0.0258
SES-105367,2026-08-08 06:14:10,iPhone 16 Pro,v18.2.0-b2,GS-LEO-07,GS-CA-B,Messages_Satellite,10.58,83.6,919.0,0.1648
SES-105368,2026-08-23 23:04:11,iPhone 17 Pro,v18.2.1,GS-LEO-18,GS-OR-D,FindMy_Ping,12.62,38.7,875.0,0.038
SES-105369,2026-08-01 11:21:02,iPhone 15 Pro,v18.1.0,GS-LEO-05,GS-TX-A,Messages_Satellite,11.66,79.0,882.0,0.0404
SES-105370,2026-08-09 13:45:44,iPhone 16 Pro,v18.2.1,GS-LEO-13,GS-OR-D,FindMy_Ping,7.59,62.9,1028.0,0.0019
SES-105371,2026-08-21 11:06:25,iPhone 16 Pro,v18.2.0-b2,GS-LEO-23,GS-FL-C,FindMy_Ping,13.89,44.9,3031.0,0.0576
SES-105372,2026-08-25 06:04:25,iPhone 16 Pro,v18.2.0-b2,GS-LEO-03,GS-TX-A,FindMy_Ping,14.19,51.5,968.0,0.0855
SES-105373,2026-08-07 12:40:15,iPhone 17 Pro,v18.2.0-b2,GS-LEO-13,GS-CA-B,FindMy_Ping,12.36,52.3,908.0,0.5672
SES-105374,2026-08-31 14:45:46,iPhone 16 Pro,v18.2.0-b2,GS-LEO-05,GS-TX-A,Roadside_Assistance,15.67,83.6,804.0,0.0214
SES-105375,2026-08-26 02:21:24,iPhone 17 Pro,v18.1.0,GS-LEO-21,GS-CA-B,Messages_Satellite,17.82,56.7,672.0,0.0524
SES-105376,2026-08-26 22:08:05,iPhone 17 Pro,v18.2.0-b2,GS-LEO-19,GS-OR-D,Messages_Satellite,19.52,26.8,789.0,0.0568
SES-105377,2026-08-16 07:50:56,iPhone 16 Pro,v18.2.0-b2,GS-LEO-16,GS-CA-B,Messages_Satellite,9.16,79.9,908.0,0.0464
SES-105378,2026-08-24 14:57:13,Watch Ultra 2,v18.2.1,GS-LEO-07,GS-OR-D,Messages_Satellite,15.22,56.8,779.0,0.1785
SES-105379,2026-08-15 13:33:54,iPhone 16 Pro,v18.2.1,GS-LEO-17,GS-TX-A,Roadside_Assistance,16.87,40.2,828.0,0.009
SES-105380,2026-08-13 04:24:21,iPhone 16 Pro,v18.2.0-b2,GS-LEO-15,GS-FL-C,FindMy_Ping,16.82,73.0,746.0,0.0335
SES-105381,2026-08-28 06:56:19,iPhone 17 Pro,v18.2.1,GS-LEO-07,GS-OR-D,Messages_Satellite,8.65,36.5,986.0,0.1333
SES-105382,2026-08-28 13:34:30,iPhone 16 Pro,v18.1.0,GS-LEO-18,GS-TX-A,FindMy_Ping,10.6,72.6,978.0,0.2021
SES-105383,2026-08-03 07:35:07,iPhone 15 Pro,v18.1.0,GS-LEO-13,GS-FL-C,Roadside_Assistance,6.85,47.9,1042.0,0.045
SES-105384,2026-08-20 08:10:18,iPhone 17 Pro,v18.2.0-b2,GS-LEO-10,GS-OR-D,Messages_Satellite,15.72,54.1,2431.0,0.052
SES-105385,2026-08-05 19:18:50,iPhone 17 Pro,v18.2.0-b2,GS-LEO-23,GS-TX-A,Roadside_Assistance,13.17,61.1,858.0,0.0868
SES-105386,2026-08-08 22:18:25,iPhone 16 Pro,v18.2.0-b2,GS-LEO-22,GS-CA-B,Emergency_SOS,8.84,20.9,939.0,0.0863
SES-105387,2026-08-03 21:56:50,Watch Ultra 3,v18.2.1,GS-LEO-23,GS-OR-D,Roadside_Assistance,8.4,42.7,1022.0,0.0232
SES-105388,2026-08-11 11:02:15,iPhone 17 Pro,v18.1.0,GS-LEO-10,GS-TX-A,Messages_Satellite,9.58,18.0,990.0,0.0626
SES-105389,2026-08-13 08:16:08,Watch Ultra 2,v18.2.1,GS-LEO-02,GS-CA-B,Roadside_Assistance,7.2,55.4,1086.0,0.048
SES-105390,2026-08-24 03:12:31,iPhone 15 Pro,v18.2.1,GS-LEO-07,GS-FL-C,Messages_Satellite,15.12,43.6,796.0,0.0434
SES-105391,2026-08-31 13:50:33,iPhone 17 Pro,v18.2.0-b2,GS-LEO-07,GS-FL-C,Roadside_Assistance,12.36,30.0,3681.0,0.0038
SES-105392,2026-08-05 16:11:59,Watch Ultra 2,v18.2.1,GS-LEO-11,GS-TX-A,FindMy_Ping,4.88,32.6,1121.0,0.0332
SES-105393,2026-08-22 20:07:07,iPhone 17 Pro,v18.2.1,GS-LEO-04,GS-TX-A,Roadside_Assistance,10.9,37.8,987.0,0.0235
SES-105394,2026-08-17 05:54:11,iPhone 17 Pro,v18.2.1,GS-LEO-18,GS-FL-C,Emergency_SOS,11.16,53.4,907.0,0.1541
SES-105395,2026-08-13 14:39:10,iPhone 16 Pro,v18.2.0-b2,GS-LEO-18,GS-CA-B,Roadside_Assistance,10.98,27.2,926.0,0.1324
SES-105396,2026-08-18 12:33:04,iPhone 15 Pro,v18.2.1,GS-LEO-19,GS-OR-D,Messages_Satellite,17.45,31.7,861.0,0.0234
SES-105397,2026-08-18 11:47:15,iPhone 16 Pro,v18.2.1,GS-LEO-23,GS-CA-B,Emergency_SOS,6.44,21.6,1069.0,0.4681
SES-105398,2026-08-28 04:51:18,iPhone 16 Pro,v18.1.0,GS-LEO-16,GS-FL-C,Messages_Satellite,12.37,50.9,925.0,0.1045
SES-105399,2026-08-28 01:31:28,Watch Ultra 2,v18.2.1,GS-LEO-10,GS-CA-B,FindMy_Ping,11.91,27.2,917.0,0.0218
SES-105400,2026-08-13 12:15:34,iPhone 16 Pro,v18.2.1,GS-LEO-13,GS-TX-A,Messages_Satellite,4.29,68.3,1134.0,0.1623
SES-105401,2026-08-17 16:57:08,Watch Ultra 3,v18.2.1,GS-LEO-14,GS-TX-A,FindMy_Ping,16.14,80.8,847.0,0.0135
SES-105402,2026-08-01 23:06:35,Watch Ultra 3,v18.2.0-b2,GS-LEO-09,GS-FL-C,Messages_Satellite,16.12,22.8,820.0,0.0265
SES-105403,2026-08-20 23:44:10,iPhone 16 Pro,v18.1.0,GS-LEO-18,GS-TX-A,Roadside_Assistance,9.51,40.2,1038.0,0.1031
SES-105404,2026-08-06 21:15:06,iPhone 16 Pro,v18.2.0-b2,GS-LEO-12,GS-CA-B,Messages_Satellite,13.02,68.8,855.0,0.0455
SES-105405,2026-08-18 01:03:00,Watch Ultra 2,v18.1.0,GS-LEO-03,GS-CA-B,FindMy_Ping,6.25,28.2,1121.0,0.0623
SES-105406,2026-08-30 09:32:49,Watch Ultra 3,v18.2.0-b2,GS-LEO-09,GS-OR-D,Messages_Satellite,10.19,65.9,973.0,0.0142
SES-105407,2026-08-10 15:48:10,iPhone 16 Pro,v18.2.0-b2,GS-LEO-10,GS-FL-C,Messages_Satellite,15.43,38.4,870.0,0.127
SES-105408,2026-08-29 00:05:00,iPhone 16 Pro,v18.2.0-b2,GS-LEO-24,GS-OR-D,Messages_Satellite,15.65,42.2,822.0,0.0508
SES-105409,2026-08-28 22:57:56,iPhone 17 Pro,v18.2.0-b2,GS-LEO-13,GS-OR-D,FindMy_Ping,8.47,67.1,886.0,0.0524
SES-105410,2026-08-27 03:19:33,iPhone 17 Pro,v18.2.1,GS-LEO-11,GS-FL-C,Messages_Satellite,7.52,78.7,1049.0,0.1325
SES-105411,2026-08-09 11:21:08,iPhone 16 Pro,v18.2.0-b2,GS-LEO-07,GS-TX-A,Emergency_SOS,15.01,53.7,808.0,0.1294
SES-105412,2026-08-14 19:35:35,iPhone 17 Pro,v18.1.0,GS-LEO-02,GS-TX-A,Emergency_SOS,12.17,54.3,939.0,0.0257
SES-105413,2026-08-18 05:43:55,iPhone 15 Pro,v18.2.1,GS-LEO-19,GS-OR-D,Messages_Satellite,5.36,35.1,1070.0,0.1133
SES-105414,2026-08-16 18:45:27,iPhone 15 Pro,v18.2.1,GS-LEO-24,GS-TX-A,Emergency_SOS,12.93,84.6,948.0,0.1186
SES-105415,2026-08-25 18:42:39,iPhone 16 Pro,v18.2.0-b2,GS-LEO-06,GS-CA-B,Messages_Satellite,9.71,59.4,1057.0,0.0327
SES-105416,2026-08-24 15:58:16,iPhone 16 Pro,v18.2.1,GS-LEO-07,GS-OR-D,FindMy_Ping,5.51,65.8,1057.0,0.1283
SES-105417,2026-08-22 16:42:40,iPhone 16 Pro,v18.2.0-b2,GS-LEO-08,GS-TX-A,Roadside_Assistance,17.65,29.6,3353.0,0.0806
SES-105418,2026-08-04 19:21:04,iPhone 16 Pro,v18.1.0,GS-LEO-22,GS-CA-B,Emergency_SOS,13.28,32.5,865.0,0.6486
SES-105419,2026-08-19 11:58:47,iPhone 16 Pro,v18.2.0-b2,GS-LEO-16,GS-OR-D,FindMy_Ping,26.59,40.1,661.0,0.0769
SES-105420,2026-08-30 18:58:12,iPhone 15 Pro,v18.2.1,GS-LEO-02,GS-CA-B,Messages_Satellite,10.26,76.6,991.0,0.0813
SES-105421,2026-08-14 21:49:26,iPhone 16 Pro,v18.1.0,GS-LEO-19,GS-FL-C,Emergency_SOS,9.81,54.4,983.0,0.0805
SES-105422,2026-08-23 12:18:37,Watch Ultra 3,v18.2.1,GS-LEO-11,GS-CA-B,Messages_Satellite,21.35,83.0,659.0,0.1169
SES-105423,2026-08-31 15:59:52,iPhone 16 Pro,v18.2.1,GS-LEO-10,GS-TX-A,Messages_Satellite,15.37,67.6,733.0,0.0838
SES-105424,2026-08-08 00:45:37,iPhone 16 Pro,v18.2.1,GS-LEO-07,GS-FL-C,Messages_Satellite,7.22,71.5,1005.0,0.0131
SES-105425,2026-08-09 03:14:22,iPhone 17 Pro,v18.1.0,GS-LEO-23,GS-TX-A,Emergency_SOS,14.08,63.5,848.0,0.0887
SES-105426,2026-08-17 09:05:09,Watch Ultra 3,v18.1.0,GS-LEO-24,GS-CA-B,Roadside_Assistance,14.41,55.3,878.0,0.0223
SES-105427,2026-08-21 11:27:06,iPhone 16 Pro,v18.2.1,GS-LEO-23,GS-FL-C,Messages_Satellite,9.81,32.4,887.0,0.0297
SES-105428,2026-08-31 15:29:12,iPhone 17 Pro,v18.2.1,GS-LEO-01,GS-TX-A,Messages_Satellite,20.4,69.2,696.0,0.1433
SES-105429,2026-08-30 17:23:34,iPhone 17 Pro,v18.1.0,GS-LEO-04,GS-FL-C,Messages_Satellite,13.84,45.6,912.0,0.1219
SES-105430,2026-08-28 18:00:21,iPhone 17 Pro,v18.2.0-b2,GS-LEO-20,GS-CA-B,FindMy_Ping,12.38,60.8,892.0,0.1592
SES-105431,2026-08-20 15:35:39,iPhone 15 Pro,v18.2.1,GS-LEO-04,GS-OR-D,Roadside_Assistance,16.23,26.1,800.0,0.0305
SES-105432,2026-08-04 11:07:18,iPhone 17 Pro,v18.1.0,GS-LEO-14,GS-FL-C,Messages_Satellite,15.12,67.2,868.0,0.0452
SES-105433,2026-08-04 20:10:19,iPhone 15 Pro,v18.2.1,GS-LEO-03,GS-FL-C,Emergency_SOS,13.67,20.1,868.0,0.0953
SES-105434,2026-08-08 20:44:35,iPhone 17 Pro,v18.2.1,GS-LEO-05,GS-OR-D,Messages_Satellite,9.64,73.2,1015.0,0.0946
SES-105435,2026-08-17 16:21:09,iPhone 17 Pro,v18.2.0-b2,GS-LEO-16,GS-OR-D,Roadside_Assistance,14.67,74.5,893.0,0.0319
SES-105436,2026-08-12 01:53:35,iPhone 16 Pro,v18.2.1,GS-LEO-23,GS-FL-C,Messages_Satellite,13.57,39.6,949.0,0.0197
SES-105437,2026-08-16 05:13:59,Watch Ultra 2,v18.1.0,GS-LEO-09,GS-OR-D,Emergency_SOS,12.59,61.5,943.0,0.1105
SES-105438,2026-08-16 09:11:23,iPhone 15 Pro,v18.1.0,GS-LEO-21,GS-TX-A,Messages_Satellite,15.05,29.3,814.0,0.0622
SES-105439,2026-08-15 03:27:17,Watch Ultra 2,v18.2.1,GS-LEO-24,GS-TX-A,Messages_Satellite,19.93,30.4,673.0,0.1054
SES-105440,2026-08-13 23:37:40,iPhone 16 Pro,v18.2.0-b2,GS-LEO-01,GS-TX-A,Emergency_SOS,17.66,25.3,763.0,0.2163
SES-105441,2026-08-30 09:19:28,iPhone 16 Pro,v18.1.0,GS-LEO-08,GS-TX-A,Roadside_Assistance,10.53,55.7,928.0,0.0512
SES-105442,2026-08-20 04:44:19,iPhone 15 Pro,v18.1.0,GS-LEO-02,GS-OR-D,Messages_Satellite,15.66,52.8,748.0,0.0254
SES-105443,2026-08-14 04:01:36,Watch Ultra 3,v18.2.1,GS-LEO-21,GS-CA-B,Messages_Satellite,14.62,43.7,823.0,0.0419
SES-105444,2026-08-22 14:20:39,iPhone 15 Pro,v18.1.0,GS-LEO-18,GS-CA-B,Emergency_SOS,12.46,74.4,875.0,0.0343
SES-105445,2026-08-18 15:07:03,iPhone 15 Pro,v18.1.0,GS-LEO-09,GS-FL-C,Messages_Satellite,16.65,84.5,765.0,0.0297
SES-105446,2026-08-29 11:48:39,iPhone 16 Pro,v18.1.0,GS-LEO-08,GS-TX-A,Roadside_Assistance,16.79,74.7,702.0,0.0309
SES-105447,2026-08-26 06:56:02,iPhone 17 Pro,v18.2.1,GS-LEO-23,GS-CA-B,FindMy_Ping,14.48,72.2,848.0,0.0212
SES-105448,2026-08-22 20:37:27,iPhone 17 Pro,v18.2.1,GS-LEO-15,GS-OR-D,Messages_Satellite,13.35,71.7,849.0,0.1594
SES-105449,2026-08-21 02:19:55,iPhone 15 Pro,v18.1.0,GS-LEO-09,GS-FL-C,Messages_Satellite,10.44,52.9,972.0,0.1022
SES-105450,2026-08-09 02:56:23,iPhone 16 Pro,v18.2.0-b2,GS-LEO-07,GS-CA-B,Emergency_SOS,14.22,80.4,810.0,0.1585
SES-105451,2026-08-09 22:14:34,iPhone 16 Pro,v18.2.0-b2,GS-LEO-17,GS-OR-D,FindMy_Ping,18.83,56.5,778.0,0.034
SES-105452,2026-08-02 02:54:53,iPhone 16 Pro,v18.1.0,GS-LEO-13,GS-CA-B,FindMy_Ping,14.3,51.9,848.0,0.0178
SES-105453,2026-08-07 01:40:55,iPhone 16 Pro,v18.1.0,GS-LEO-04,GS-TX-A,Messages_Satellite,19.56,33.2,694.0,0.0394
SES-105454,2026-08-12 09:21:37,iPhone 17 Pro,v18.1.0,GS-LEO-14,GS-TX-A,Messages_Satellite,9.97,77.1,979.0,0.0808
SES-105455,2026-08-13 05:11:24,iPhone 16 Pro,v18.2.1,GS-LEO-17,GS-TX-A,Messages_Satellite,14.05,61.0,833.0,0.0164
SES-105456,2026-08-04 21:16:55,iPhone 16 Pro,v18.2.1,GS-LEO-07,GS-CA-B,Emergency_SOS,16.67,45.1,754.0,0.0686
SES-105457,2026-08-11 05:20:00,iPhone 16 Pro,v18.1.0,GS-LEO-23,GS-CA-B,Messages_Satellite,21.2,34.0,654.0,0.0205
SES-105458,2026-08-09 02:27:53,Watch Ultra 3,v18.2.1,GS-LEO-01,GS-OR-D,Messages_Satellite,15.12,48.6,839.0,0.0385
SES-105459,2026-08-20 06:35:29,Watch Ultra 3,v18.2.1,GS-LEO-19,GS-OR-D,Emergency_SOS,9.38,49.9,1057.0,0.0416
SES-105460,2026-08-06 00:00:52,Watch Ultra 2,v18.1.0,GS-LEO-04,GS-TX-A,Messages_Satellite,12.77,37.0,896.0,0.0823
SES-105461,2026-08-05 15:19:41,iPhone 16 Pro,v18.2.0-b2,GS-LEO-07,GS-CA-B,Messages_Satellite,9.92,16.0,959.0,0.6682
SES-105462,2026-08-04 02:19:24,iPhone 15 Pro,v18.2.1,GS-LEO-06,GS-TX-A,Messages_Satellite,9.69,60.2,1036.0,0.0989
SES-105463,2026-08-23 23:18:05,iPhone 16 Pro,v18.2.0-b2,GS-LEO-22,GS-FL-C,Messages_Satellite,10.17,37.4,907.0,0.1261
SES-105464,2026-08-27 14:58:17,iPhone 16 Pro,v18.2.1,GS-LEO-14,GS-FL-C,Emergency_SOS,11.44,72.5,903.0,0.2661
SES-105465,2026-08-03 14:42:40,iPhone 17 Pro,v18.1.0,GS-LEO-07,GS-CA-B,Roadside_Assistance,17.5,59.8,751.0,0.1842
SES-105466,2026-08-02 06:43:02,iPhone 17 Pro,v18.1.0,GS-LEO-01,GS-FL-C,FindMy_Ping,14.63,47.7,829.0,0.0078
SES-105467,2026-08-20 06:33:11,Watch Ultra 2,v18.2.1,GS-LEO-14,GS-OR-D,Roadside_Assistance,2.78,35.1,1097.0,0.1025
SES-105468,2026-08-26 10:29:03,Watch Ultra 2,v18.1.0,GS-LEO-08,GS-CA-B,Messages_Satellite,14.64,31.8,797.0,0.048
SES-105469,2026-08-05 00:59:40,iPhone 16 Pro,v18.1.0,GS-LEO-18,GS-CA-B,FindMy_Ping,11.94,82.3,855.0,0.0959
SES-105470,2026-08-06 01:05:07,iPhone 17 Pro,v18.2.0-b2,GS-LEO-10,GS-CA-B,Emergency_SOS,13.2,36.5,882.0,0.1406
SES-105471,2026-08-13 17:46:44,iPhone 16 Pro,v18.1.0,GS-LEO-16,GS-OR-D,FindMy_Ping,10.25,68.0,915.0,0.2047
SES-105472,2026-08-31 00:08:28,iPhone 15 Pro,v18.2.0-b2,GS-LEO-14,GS-CA-B,Messages_Satellite,13.61,38.1,3644.0,0.0306
SES-105473,2026-08-08 12:54:27,iPhone 17 Pro,v18.2.1,GS-LEO-04,GS-OR-D,Roadside_Assistance,13.09,33.3,911.0,0.21
SES-105474,2026-08-05 02:13:47,iPhone 15 Pro,v18.2.1,GS-LEO-04,GS-CA-B,Messages_Satellite,16.58,80.9,747.0,0.0312
SES-105475,2026-08-19 22:12:13,iPhone 16 Pro,v18.2.0-b2,GS-LEO-06,GS-TX-A,Messages_Satellite,11.93,30.2,850.0,0.0083
SES-105476,2026-08-16 00:26:34,iPhone 16 Pro,v18.2.1,GS-LEO-03,GS-FL-C,FindMy_Ping,14.7,78.2,794.0,0.0957
SES-105477,2026-08-12 03:13:08,iPhone 17 Pro,v18.2.1,GS-LEO-12,GS-OR-D,Messages_Satellite,16.84,44.7,768.0,0.0637
SES-105478,2026-08-13 00:14:16,iPhone 17 Pro,v18.1.0,GS-LEO-22,GS-OR-D,Messages_Satellite,12.46,34.6,901.0,0.0115
SES-105479,2026-08-14 19:05:17,iPhone 16 Pro,v18.2.1,GS-LEO-24,GS-OR-D,FindMy_Ping,15.78,38.1,848.0,0.1826
SES-105480,2026-08-22 12:19:09,Watch Ultra 2,v18.2.0-b2,GS-LEO-21,GS-TX-A,Messages_Satellite,14.92,42.2,849.0,0.089
SES-105481,2026-08-31 09:54:10,iPhone 16 Pro,v18.2.0-b2,GS-LEO-20,GS-CA-B,FindMy_Ping,2.24,78.7,1153.0,0.0061
SES-105482,2026-08-07 03:16:49,iPhone 16 Pro,v18.1.0,GS-LEO-19,GS-OR-D,FindMy_Ping,17.85,69.5,769.0,0.0148
SES-105483,2026-08-07 08:56:56,iPhone 17 Pro,v18.1.0,GS-LEO-13,GS-CA-B,Roadside_Assistance,17.61,28.2,760.0,0.1062
SES-105484,2026-08-26 13:41:57,iPhone 17 Pro,v18.2.1,GS-LEO-12,GS-FL-C,Messages_Satellite,7.08,63.8,1030.0,0.112
SES-105485,2026-08-09 06:46:21,Watch Ultra 3,v18.1.0,GS-LEO-22,GS-TX-A,FindMy_Ping,11.4,77.4,738.0,0.025
SES-105486,2026-08-02 09:17:16,iPhone 16 Pro,v18.2.0-b2,GS-LEO-14,GS-OR-D,Roadside_Assistance,12.39,61.9,864.0,0.0139
SES-105487,2026-08-02 16:57:30,iPhone 17 Pro,v18.1.0,GS-LEO-10,GS-TX-A,Messages_Satellite,17.98,27.0,769.0,0.0066
SES-105488,2026-08-18 07:45:00,iPhone 17 Pro,v18.1.0,GS-LEO-14,GS-CA-B,Roadside_Assistance,16.94,57.9,821.0,0.0219
SES-105489,2026-08-16 18:53:13,Watch Ultra 3,v18.2.0-b2,GS-LEO-02,GS-CA-B,Messages_Satellite,16.5,24.9,788.0,0.009
SES-105490,2026-08-24 02:45:37,iPhone 15 Pro,v18.2.0-b2,GS-LEO-06,GS-OR-D,Messages_Satellite,5.67,39.2,3295.0,0.0585
SES-105491,2026-08-23 16:19:11,iPhone 17 Pro,v18.2.0-b2,GS-LEO-24,GS-OR-D,Messages_Satellite,12.89,22.8,886.0,0.1603
SES-105492,2026-08-27 05:49:34,iPhone 17 Pro,v18.2.0-b2,GS-LEO-20,GS-OR-D,Emergency_SOS,9.34,53.0,3485.0,0.0167
SES-105493,2026-08-14 05:23:08,iPhone 16 Pro,v18.2.0-b2,GS-LEO-17,GS-FL-C,Messages_Satellite,4.65,44.6,1147.0,0.0609
SES-105494,2026-08-27 15:06:05,iPhone 16 Pro,v18.1.0,GS-LEO-14,GS-FL-C,Messages_Satellite,11.22,71.2,948.0,0.0649
SES-105495,2026-08-22 14:16:54,iPhone 16 Pro,v18.1.0,GS-LEO-07,GS-FL-C,FindMy_Ping,9.25,30.7,906.0,0.0878
SES-105496,2026-08-07 13:25:12,iPhone 17 Pro,v18.2.0-b2,GS-LEO-15,GS-CA-B,Messages_Satellite,15.24,34.9,787.0,0.6076
SES-105497,2026-08-27 04:18:56,Watch Ultra 2,v18.1.0,GS-LEO-13,GS-FL-C,FindMy_Ping,13.92,47.9,873.0,0.0273
SES-105498,2026-08-09 14:15:45,iPhone 17 Pro,v18.2.1,GS-LEO-10,GS-OR-D,Messages_Satellite,16.93,19.9,707.0,0.0641
SES-105499,2026-08-29 16:22:04,iPhone 17 Pro,v18.1.0,GS-LEO-01,GS-TX-A,Messages_Satellite,7.54,82.0,1054.0,0.019
SES-105500,2026-08-30 00:14:09,iPhone 17 Pro,v18.1.0,GS-LEO-09,GS-TX-A,Roadside_Assistance,11.99,46.6,897.0,0.0375
SES-105501,2026-08-23 03:54:41,iPhone 15 Pro,v18.2.1,GS-LEO-09,GS-TX-A,Messages_Satellite,16.23,63.1,829.0,0.1881
SES-105502,2026-08-31 15:13:25,iPhone 16 Pro,v18.2.1,GS-LEO-13,GS-FL-C,Roadside_Assistance,11.08,73.5,917.0,0.0979
SES-105503,2026-08-31 20:49:12,iPhone 16 Pro,v18.1.0,GS-LEO-06,GS-OR-D,Roadside_Assistance,13.72,27.6,797.0,0.0708
SES-105504,2026-08-28 09:05:22,iPhone 16 Pro,v18.2.0-b2,GS-LEO-20,GS-FL-C,Emergency_SOS,13.08,53.1,820.0,0.0741
SES-105505,2026-08-22 02:47:07,iPhone 15 Pro,v18.1.0,GS-LEO-18,GS-TX-A,Emergency_SOS,15.15,21.3,772.0,0.0679
SES-105506,2026-08-26 09:52:29,iPhone 17 Pro,v18.2.0-b2,GS-LEO-16,GS-CA-B,Messages_Satellite,6.67,74.9,2782.0,0.2831
SES-105507,2026-08-26 21:54:12,iPhone 16 Pro,v18.2.0-b2,GS-LEO-11,GS-TX-A,Messages_Satellite,9.96,15.1,3800.0,0.0265
SES-105508,2026-08-16 00:46:53,iPhone 16 Pro,v18.2.0-b2,GS-LEO-09,GS-TX-A,FindMy_Ping,18.31,79.0,2642.0,0.0259
SES-105509,2026-08-17 20:28:49,iPhone 16 Pro,v18.1.0,GS-LEO-18,GS-CA-B,Messages_Satellite,6.66,38.7,980.0,0.0111
SES-105510,2026-08-24 09:09:53,iPhone 15 Pro,v18.2.1,GS-LEO-20,GS-CA-B,Messages_Satellite,16.48,30.6,753.0,0.0667
SES-105511,2026-08-27 04:45:32,Watch Ultra 3,v18.1.0,GS-LEO-03,GS-FL-C,Roadside_Assistance,13.11,43.4,892.0,0.0212
SES-105512,2026-08-12 00:37:25,Watch Ultra 2,v18.2.0-b2,GS-LEO-12,GS-CA-B,Emergency_SOS,12.73,24.9,3881.0,0.0087
SES-105513,2026-08-05 08:20:16,iPhone 17 Pro,v18.2.1,GS-LEO-05,GS-OR-D,Messages_Satellite,5.87,45.2,992.0,0.0233
SES-105514,2026-08-22 10:48:16,iPhone 15 Pro,v18.1.0,GS-LEO-16,GS-FL-C,Messages_Satellite,13.3,60.3,841.0,0.0238
SES-105515,2026-08-15 22:41:32,iPhone 17 Pro,v18.2.1,GS-LEO-22,GS-TX-A,FindMy_Ping,13.62,60.8,808.0,0.1193
SES-105516,2026-08-18 18:10:06,Watch Ultra 2,v18.1.0,GS-LEO-13,GS-TX-A,Messages_Satellite,14.61,63.2,838.0,0.0012
SES-105517,2026-08-21 00:15:08,iPhone 17 Pro,v18.1.0,GS-LEO-15,GS-CA-B,Emergency_SOS,7.86,84.8,1031.0,0.3935
SES-105518,2026-08-13 14:41:49,iPhone 15 Pro,v18.1.0,GS-LEO-09,GS-FL-C,Messages_Satellite,15.51,21.4,793.0,0.0052
SES-105519,2026-08-08 13:25:26,iPhone 17 Pro,v18.2.0-b2,GS-LEO-10,GS-FL-C,Messages_Satellite,13.55,28.6,4145.0,0.0422
SES-105520,2026-08-15 17:41:17,Watch Ultra 2,v18.2.1,GS-LEO-21,GS-OR-D,Emergency_SOS,14.17,37.8,809.0,0.0973
SES-105521,2026-08-01 12:17:54,iPhone 17 Pro,v18.2.1,GS-LEO-06,GS-FL-C,Roadside_Assistance,12.16,15.6,929.0,0.181
SES-105522,2026-08-01 00:06:27,iPhone 17 Pro,v18.2.0-b2,GS-LEO-11,GS-CA-B,Roadside_Assistance,14.78,46.0,3841.0,0.2334
SES-105523,2026-08-26 09:42:27,iPhone 16 Pro,v18.2.1,GS-LEO-03,GS-OR-D,FindMy_Ping,12.39,73.8,859.0,0.0135
SES-105524,2026-08-07 14:48:05,iPhone 17 Pro,v18.2.1,GS-LEO-08,GS-CA-B,Messages_Satellite,9.62,24.2,957.0,0.0826
SES-105525,2026-08-17 16:39:17,iPhone 15 Pro,v18.2.0-b2,GS-LEO-16,GS-CA-B,FindMy_Ping,15.42,68.1,816.0,0.1138
SES-105526,2026-08-14 22:06:08,iPhone 17 Pro,v18.2.0-b2,GS-LEO-10,GS-OR-D,Messages_Satellite,19.22,75.1,2547.0,0.0291
SES-105527,2026-08-23 18:39:18,iPhone 15 Pro,v18.2.1,GS-LEO-06,GS-CA-B,Messages_Satellite,8.21,36.4,1000.0,0.0921
SES-105528,2026-08-26 23:26:07,iPhone 16 Pro,v18.2.0-b2,GS-LEO-23,GS-FL-C,Emergency_SOS,12.04,29.5,4375.0,0.0425
SES-105529,2026-08-01 09:41:24,iPhone 16 Pro,v18.1.0,GS-LEO-05,GS-CA-B,Messages_Satellite,16.4,21.0,689.0,0.136
SES-105530,2026-08-24 21:08:30,iPhone 17 Pro,v18.2.0-b2,GS-LEO-09,GS-FL-C,Messages_Satellite,11.65,69.7,3196.0,0.0445
SES-105531,2026-08-24 03:49:24,iPhone 15 Pro,v18.1.0,GS-LEO-01,GS-TX-A,Messages_Satellite,14.73,76.7,901.0,0.0551
SES-105532,2026-08-15 13:04:17,iPhone 17 Pro,v18.1.0,GS-LEO-21,GS-FL-C,Messages_Satellite,17.74,50.8,720.0,0.0416
SES-105533,2026-08-01 10:38:24,iPhone 17 Pro,v18.2.1,GS-LEO-16,GS-FL-C,Emergency_SOS,16.42,29.1,728.0,0.094
